housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Doctor,mon,unknown,may,Inner.city,inactive,no,0,3,188,5.627,3.25,Satisfactory,108.1052,poor,50,15612,98.82,0,no
no,Electrician,fri,doctorate,nov,Inner.city,inactive,yes,0,1,298,5.745,1.45,Satisfactory,108.62,poor,43,15587,87.6,0,no
no,Doctor,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,1335,6.286,3.8,Satisfactory,108.7344,poor,50,15687,83.16,1,no
no,Plumber,fri,other,nov,Inner.city,inactive,no,0,2,361,4.813,1.35,Satisfactory,108.73,satisfactory,34,15622,89.05,1,yes
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,no,0,9,1085,5.13,3.8,Satisfactory,108.1444,satisfactory,22,15715,84.1,1,yes
no,Driver,fri,other,may,Inner.city,inactive,no,0,0,160,6.343,3.25,Satisfactory,109.7352,satisfactory,33,15581,100.65,1,yes
yes,Driver,fri,doctorate,may,Inner.city,inactive,yes,0,3,77,2.12,-1.4,Satisfactory,108.0244,poor,27,15270,79.02,1,no
yes,Librarian,tue,Bachelour.degree,may,suburban,active,no,0,3,644,6.392,3.35,Satisfactory,107.7552,satisfactory,58,15610,99.89,1,no
no,Driver,thu,other,sep,Inner.city,active,no,1,2,421,2.402,-0.0500000000000001,Low,109.5592,poor,29,14889,99.13,1,no
yes,Self-employed,mon,highschool.certificate,nov,Inner.city,active,yes,0,2,184,1.798,-3.6,High,106.0592,satisfactory,60,15030,112.53,2,no
no,Self-employed,thu,highschool.certificate,jun,suburban,inactive,no,0,2,1225,5.891,3.8,Satisfactory,109.282,satisfactory,56,15724,91.29,1,no
yes,Plumber,wed,other,may,Inner.city,inactive,yes,0,2,411,2.676,-1.1,Satisfactory,108.8044,satisfactory,42,15271,76.83,0,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,3,349,5.342,2.95,Satisfactory,107.7252,satisfactory,37,15575,97.41,1,no
yes,Librarian,wed,doctorate,sep,Inner.city,inactive,no,0,5,850,2.364,0.0499999999999999,Satisfactory,109.3492,excellent,71,14904,98.51,0,no
no,Lawyer,mon,other,jul,Inner.city,active,yes,0,11,42,6.276,3.8,Satisfactory,107.0844,satisfactory,29,15680,84.31,1,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,6,1282,6.368,3.4,Satisfactory,109.9252,poor,30,15654,99.31,0,no
yes,Gardener,thu,Higher.school.certificate,nov,suburban,inactive,yes,0,3,195,4.589,1.55,Satisfactory,107.25,satisfactory,34,15674,90.72,0,no
no,Retail,tue,doctorate,nov,Inner.city,inactive,yes,0,2,407,5.103,1.45,Satisfactory,107.51,poor,46,15611,88.23,0,no
no,Plumber,mon,other,may,Inner.city,inactive,no,0,3,203,6.987,3.25,Satisfactory,110.1052,excellent,48,15595,96.24,0,no
no,Lawyer,fri,other,may,Inner.city,inactive,no,0,7,224,6.592,3.05,Satisfactory,107.5352,excellent,52,15593,97.74,1,yes
no,Lawyer,wed,other,jul,suburban,inactive,no,0,1,162,6.28,3.8,Satisfactory,110.5444,poor,57,15695,86.88,0,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,yes,0,0,1506,5.036,1.45,Satisfactory,108.92,poor,38,15589,87.9,1,no
no,Librarian,tue,Higher.school.certificate,mar,Inner.city,active,yes,0,1,240,2.964,-1.1,Satisfactory,105.3544,satisfactory,59,15330,71.54,0,no
no,Driver,thu,Bachelour.degree,oct,Inner.city,active,yes,0,3,555,1.513,-3.8,Satisfactory,108.5948,satisfactory,46,15126,117.8,0,yes
yes,Lawyer,wed,other,aug,suburban,inactive,yes,0,2,224,6.258,3.8,Satisfactory,106.6852,satisfactory,44,15691,99.64,1,no
yes,Plumber,mon,other,nov,Inner.city,inactive,yes,0,1,69,5.666,1.25,Satisfactory,106.19,satisfactory,34,15551,86.1,0,no
yes,Doctor,mon,doctorate,aug,Inner.city,inactive,yes,0,3,674,6.401,3.8,Satisfactory,109.9352,satisfactory,43,15646,98.43,1,no
yes,Plumber,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,4,300,6.354,3.7,Satisfactory,107.4744,satisfactory,57,15708,85.38,1,no
yes,Gardener,thu,Bachelour.degree,nov,suburban,inactive,yes,0,1,165,5.203,1.55,High,106.64,satisfactory,30,15548,88.52,1,no
yes,Gardener,wed,Higher.school.certificate,jul,suburban,inactive,yes,0,3,1225,6.254,3.4,Satisfactory,105.4344,satisfactory,39,15682,83.37,1,no
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,3,709,5.877,3.8,Satisfactory,108.0344,poor,27,15599,85.91,0,no
yes,Other,thu,Higher.school.certificate,may,Inner.city,active,no,0,2,38,5.455,3.35,Satisfactory,110.1752,satisfactory,38,15556,98.51,1,no
no,Gardener,tue,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,833,2.684,-1.3,Satisfactory,107.38,poor,25,15326,75.09,1,yes
yes,Lawyer,tue,other,nov,Inner.city,inactive,yes,0,0,517,5.413,1.35,High,109.58,excellent,37,15624,87.01,1,yes
no,Self-employed,mon,Higher.school.certificate,jul,Inner.city,inactive,no,0,2,2490,5.412,3.8,Satisfactory,108.1244,satisfactory,36,15715,82.64,1,yes
unknown,Electrician,fri,other,jun,Inner.city,not.registered,no,0,5,50,6.55,3.7,Satisfactory,106.952,poor,36,15703,85.77,0,no
yes,Self-employed,tue,highschool.certificate,nov,Inner.city,inactive,yes,0,1,350,4.655,1.15,High,105.25,poor,41,15643,86.57,1,no
no,Self-employed,thu,TAFE,jul,suburban,inactive,yes,0,0,382,6.132,3.8,Satisfactory,110.0644,satisfactory,47,15642,84.02,1,no
yes,Doctor,wed,TAFE,aug,Inner.city,inactive,no,0,0,354,5.517,2.95,Satisfactory,108.5052,satisfactory,30,15616,99.33,1,no
yes,Self-employed,tue,Higher.school.certificate,jul,Inner.city,inactive,yes,0,6,666,6.338,3.5,Satisfactory,109.7144,satisfactory,30,15666,85.37,0,no
no,Self-employed,wed,other,aug,Inner.city,inactive,yes,0,1,361,1.474,-2.95,Satisfactory,104.1708,poor,28,15296,109.06,0,no
yes,Lawyer,mon,Higher.school.certificate,aug,Inner.city,inactive,yes,0,2,2406,5.746,3.7,Satisfactory,104.7552,satisfactory,39,15645,101.97,0,yes
yes,Lawyer,mon,other,nov,Inner.city,inactive,yes,0,2,850,5.212,1.45,Satisfactory,106.13,satisfactory,41,15597,90.53,1,no
yes,Academic,mon,highschool.certificate,jul,Inner.city,active,yes,0,1,179,1.498,-2.65,High,106.5052,satisfactory,54,15243,109.32,1,no
yes,Plumber,tue,other,may,Inner.city,active,yes,0,0,354,1.877,-1.2,High,106.4744,satisfactory,51,15251,78.49,1,no
yes,Self-employed,thu,highschool.certificate,jul,suburban,active,yes,0,4,352,5.696,3.8,Satisfactory,109.3944,satisfactory,32,15708,85.99,1,no
yes,Lawyer,fri,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,11,6.448,3.5,Satisfactory,111.7544,poor,27,15697,87.32,0,no
no,Self-employed,tue,highschool.certificate,may,Inner.city,inactive,yes,0,3,589,2.946,-1.3,Satisfactory,108.6944,satisfactory,40,15282,76.69,1,no
no,Plumber,thu,Bachelour.degree,may,suburban,inactive,no,0,1,1978,5.738,3.15,Satisfactory,109.1352,satisfactory,38,15586,100.45,1,no
yes,Gardener,tue,Bachelour.degree,aug,Inner.city,active,yes,0,2,357,5.897,3.5,Satisfactory,110.3252,excellent,30,15638,101.18,0,no
yes,Plumber,wed,Higher.school.certificate,may,Inner.city,active,no,0,2,654,5.531,3.05,Satisfactory,108.1352,satisfactory,34,15519,99.48,0,no
no,Plumber,thu,unknown,jul,Inner.city,inactive,yes,0,1,212,5.603,3.5,Satisfactory,107.8844,satisfactory,44,15678,84.62,1,yes
no,Lawyer,mon,Bachelour.degree,sep,Inner.city,inactive,yes,0,1,102,2.242,-3.8,Satisfactory,106.2232,satisfactory,38,15068,114.25,1,no
yes,Librarian,thu,other,may,Inner.city,active,no,0,3,447,6.121,3.05,Satisfactory,111.0152,satisfactory,49,15582,97.38,0,no
no,Lawyer,tue,Bachelour.degree,apr,Inner.city,inactive,yes,0,0,421,2.079,-1,Satisfactory,110.07,poor,18,15269,75.66,0,no
yes,Plumber,fri,other,jul,Inner.city,inactive,yes,0,1,1028,6.571,3.6,Satisfactory,110.2744,poor,30,15673,85.76,1,yes
yes,Plumber,wed,other,may,Inner.city,inactive,yes,0,14,29,2.034,-1.4,High,105.8344,satisfactory,52,15248,78.64,2,no
unknown,Gardener,fri,Bachelour.degree,aug,Inner.city,not.registered,yes,0,3,578,1.301,-2.65,Satisfactory,106.4908,satisfactory,36,15215,108.18,0,no
no,Electrician,wed,other,may,Inner.city,inactive,yes,0,4,248,3.141,-1.3,High,106.7344,excellent,38,15300,78.19,2,no
no,Lawyer,tue,other,may,Inner.city,inactive,yes,0,2,423,5.849,3.6,Satisfactory,109.6752,satisfactory,34,15704,96.81,1,no
no,Doctor,fri,unknown,may,suburban,inactive,no,0,1,1201,6.231,3.25,Satisfactory,104.8552,satisfactory,46,15645,101.29,1,no
no,Self-employed,mon,other,jun,Inner.city,inactive,yes,0,9,2427,5.871,3.5,Satisfactory,105.902,satisfactory,40,15710,89.22,1,yes
yes,Electrician,tue,other,aug,Inner.city,active,yes,0,3,1326,5.29,3.7,Satisfactory,108.4652,satisfactory,56,15751,101.15,0,no
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,123,5.871,3.7,Satisfactory,104.1844,satisfactory,30,15696,87.45,0,no
no,Self-employed,mon,Bachelour.degree,jun,suburban,inactive,no,0,3,575,6.294,3.8,Satisfactory,105.722,poor,32,15690,86.4,1,yes
yes,Lawyer,mon,other,jul,Inner.city,active,yes,0,3,400,5.746,3.4,Satisfactory,109.4744,satisfactory,45,15681,83.7,0,no
yes,Gardener,tue,doctorate,may,Inner.city,inactive,yes,0,1,539,2.218,-1.4,Satisfactory,105.7144,poor,38,15288,74.3,1,no
no,Librarian,mon,highschool.certificate,sep,Inner.city,inactive,yes,0,3,274,2.056,-0.15,Satisfactory,107.1292,satisfactory,91,14858,94.6,0,no
yes,Self-employed,mon,TAFE,jul,suburban,inactive,yes,0,0,283,6.107,3.6,Satisfactory,109.2644,poor,46,15671,88.64,0,no
yes,Driver,tue,Higher.school.certificate,jul,Inner.city,inactive,yes,0,5,474,5.759,3.8,Satisfactory,108.7044,excellent,44,15659,86.36,1,no
yes,Gardener,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,342,2.182,-1.4,Satisfactory,110.1808,poor,33,15005,90.3,1,yes
no,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,1,675,1.819,-1.1,High,101.9244,satisfactory,33,15284,75.54,2,no
no,Self-employed,tue,TAFE,may,suburban,inactive,no,0,2,297,6.167,3.05,Satisfactory,107.0852,satisfactory,36,15523,96.84,1,yes
yes,Self-employed,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,448,5.948,3.5,Satisfactory,105.0744,satisfactory,28,15663,88.17,0,no
unknown,Driver,fri,other,aug,suburban,not.registered,yes,0,3,272,5.409,3.7,Satisfactory,106.5752,satisfactory,38,15662,98.8,0,no
yes,Self-employed,thu,highschool.certificate,jul,Inner.city,inactive,no,0,6,1271,5.823,3.7,Satisfactory,106.4744,satisfactory,32,15687,85.57,0,no
no,Gardener,tue,Bachelour.degree,may,Inner.city,inactive,no,0,1,643,5.853,2.95,Satisfactory,105.7152,satisfactory,35,15573,96.39,1,no
yes,Self-employed,mon,Higher.school.certificate,nov,Inner.city,inactive,yes,0,1,307,2.044,-3.6,High,109.8392,satisfactory,34,15066,114.19,3,no
no,Lawyer,tue,Bachelour.degree,jul,suburban,inactive,yes,0,2,144,5.518,3.8,Satisfactory,104.8444,satisfactory,25,15681,86.18,1,no
no,Self-employed,mon,highschool.certificate,jun,Inner.city,inactive,no,0,3,932,5.287,3.5,Satisfactory,107.562,satisfactory,60,15667,88.15,0,no
yes,Lawyer,fri,other,apr,Inner.city,inactive,yes,0,7,2630,1.964,-1.2,Satisfactory,105.5492,satisfactory,42,15069,100.69,0,yes
yes,Lawyer,thu,Higher.school.certificate,may,suburban,active,yes,0,1,351,2.807,-1.3,Satisfactory,106.8044,poor,25,15316,79.29,1,no
yes,Lawyer,thu,other,aug,suburban,inactive,yes,0,4,236,5.576,3.7,Satisfactory,108.8252,satisfactory,33,15680,98.01,1,no
yes,Lawyer,tue,other,aug,suburban,inactive,yes,0,2,170,7.061,3.5,Satisfactory,108.3852,satisfactory,33,15721,100.42,1,yes
no,Driver,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,0,69,4.638,1.25,Satisfactory,104.58,satisfactory,36,15591,84.79,0,no
no,Driver,wed,Higher.school.certificate,nov,Inner.city,inactive,yes,0,3,472,4.942,1.55,Satisfactory,105.74,satisfactory,41,15618,86.61,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,2,283,5.479,3.15,Satisfactory,106.8152,satisfactory,43,15553,100.13,1,no
no,Lawyer,tue,other,oct,Inner.city,inactive,no,0,2,320,6.977,1.35,Satisfactory,106.6284,poor,32,15594,90.27,1,yes
yes,Lawyer,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,448,1.925,-1.3,Satisfactory,103.3544,satisfactory,35,15311,78.3,1,no
no,Self-employed,tue,TAFE,may,Inner.city,active,yes,0,1,1183,2.819,-1,Satisfactory,108.6344,satisfactory,28,15258,82.6,1,no
yes,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,no,0,1,372,6.631,3.15,Satisfactory,106.6852,satisfactory,24,15543,101.15,1,no
yes,Lawyer,thu,other,oct,Inner.city,active,yes,0,2,147,1.432,-3.7,Satisfactory,104.7348,satisfactory,33,15030,117.75,1,no
unknown,Lawyer,wed,Bachelour.degree,aug,Inner.city,not.registered,yes,0,0,464,6.885,3.8,Satisfactory,105.5952,satisfactory,47,15658,98.75,1,no
yes,Lawyer,wed,Higher.school.certificate,may,suburban,active,yes,0,1,610,2.267,-1.1,Satisfactory,110.8944,satisfactory,43,15248,81.34,0,no
no,Plumber,tue,Bachelour.degree,may,Inner.city,inactive,no,0,1,480,5.723,2.95,Satisfactory,105.8552,satisfactory,40,15597,95.05,1,no
no,Self-employed,mon,unknown,jun,suburban,active,no,0,6,100,6.132,3.4,Satisfactory,106.292,satisfactory,27,15681,88.35,0,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,223,2.004,-1.1,Satisfactory,108.8444,satisfactory,32,15275,76.35,0,no
yes,Lawyer,tue,other,may,Inner.city,inactive,yes,0,1,543,2.668,-1.1,High,108.7844,poor,38,15257,75.26,1,no
yes,Doctor,mon,highschool.certificate,jun,Inner.city,inactive,no,0,3,128,5.923,3.7,Satisfactory,110.532,satisfactory,45,15637,90.72,0,no
no,Driver,fri,Bachelour.degree,jun,Inner.city,inactive,yes,0,3,319,5.507,3.4,Satisfactory,105.5352,excellent,34,15679,95.03,1,no
yes,Driver,tue,doctorate,apr,Inner.city,inactive,yes,0,1,618,2.039,-1.4,Satisfactory,105.43,satisfactory,60,15343,76.97,0,yes
yes,Driver,mon,doctorate,nov,Inner.city,inactive,yes,0,3,229,5.044,1.55,Satisfactory,107.13,poor,44,15627,86.37,0,no
no,Doctor,tue,highschool.certificate,nov,Inner.city,inactive,yes,0,3,278,5.093,1.55,Satisfactory,108.32,excellent,30,15584,87.49,1,no
no,Driver,mon,doctorate,apr,suburban,inactive,yes,0,2,248,2.599,-1,High,104.3,poor,40,15282,76.79,2,no
yes,Lawyer,thu,other,nov,Inner.city,inactive,yes,0,2,510,5.031,1.15,High,109.63,poor,32,15586,85.16,1,no
no,Gardener,thu,unknown,jul,Inner.city,active,yes,0,1,924,1.677,-0.95,Satisfactory,108.472,poor,32,14977,93.99,1,yes
no,Self-employed,fri,highschool.certificate,jun,suburban,inactive,no,0,0,2942,5.777,3.7,Satisfactory,107.692,satisfactory,40,15647,89.1,1,yes
yes,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,0,231,6.226,3.8,Satisfactory,105.6652,satisfactory,38,15718,99.57,1,no
yes,Gardener,tue,doctorate,nov,Inner.city,inactive,no,0,0,643,4.911,1.55,Satisfactory,104.67,satisfactory,49,15547,85.73,0,no
no,Driver,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,3,163,5.866,3.5,Satisfactory,105.9352,excellent,30,15666,96.68,1,no
no,Self-employed,fri,Higher.school.certificate,apr,Inner.city,inactive,yes,0,2,224,2.95,-1.2,High,107.85,satisfactory,45,15324,76.65,2,no
no,Plumber,mon,other,aug,Inner.city,inactive,yes,0,6,2377,5.843,3.8,Satisfactory,109.5752,satisfactory,37,15657,97.21,1,yes
yes,Retail,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,64,5.716,3.4,Satisfactory,107.8444,satisfactory,31,15631,84.47,0,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,yes,0,1,237,1.93,-1.2,Satisfactory,105.6644,satisfactory,36,15319,76.26,0,no
yes,Driver,tue,doctorate,may,suburban,inactive,no,0,4,369,5.501,3.15,Satisfactory,110.9752,excellent,57,15588,100.09,0,no
yes,Lawyer,tue,other,jun,suburban,inactive,no,0,4,462,6.499,3.4,Satisfactory,105.862,poor,32,15728,86.58,0,no
yes,Lawyer,fri,other,jun,suburban,inactive,yes,4,3,571,2.292,-2.65,Low,107.9904,poor,53,15274,90.32,2,yes
no,Gardener,tue,TAFE,may,Inner.city,inactive,yes,0,0,151,2.305,-1,Satisfactory,108.7644,satisfactory,48,15291,77.6,1,no
yes,Gardener,wed,TAFE,jun,suburban,inactive,no,0,1,196,5.672,3.6,Satisfactory,106.392,satisfactory,41,15694,86.18,1,no
no,Self-employed,fri,TAFE,apr,suburban,inactive,no,0,1,1288,2.809,-1.4,High,108.88,satisfactory,50,15273,73.37,1,no
yes,Plumber,mon,other,aug,Inner.city,inactive,yes,0,0,394,5.48,3.4,Satisfactory,108.1652,satisfactory,39,15687,97.6,0,no
yes,Lawyer,thu,unknown,apr,Inner.city,inactive,yes,0,0,1330,2.256,-1.2,Satisfactory,110.4,satisfactory,55,15284,76.29,1,no
no,Doctor,mon,unknown,may,suburban,inactive,yes,0,1,2575,1.614,-1.4,Satisfactory,106.0844,satisfactory,38,15290,79.72,1,yes
no,Self-employed,fri,TAFE,jun,Inner.city,active,yes,1,2,300,2.393,-0.95,Low,109.084,satisfactory,38,14929,91.32,3,no
yes,Lawyer,fri,other,may,Inner.city,inactive,yes,0,3,350,1.622,-1.2,High,108.8908,satisfactory,49,15045,90.51,1,no
yes,Gardener,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,1,1796,5.726,3.6,Satisfactory,105.142,poor,21,15689,84.56,0,no
yes,Self-employed,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,2,393,3.166,-1.1,Satisfactory,105.4544,satisfactory,45,15327,80.19,0,no
yes,Gardener,wed,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,1224,6.109,3.6,Satisfactory,104.2644,excellent,37,15680,85.84,1,no
no,Self-employed,tue,unknown,may,suburban,inactive,no,0,0,250,5.885,3.15,Satisfactory,105.3552,satisfactory,39,15571,99.45,0,no
yes,Gardener,mon,Bachelour.degree,oct,Inner.city,inactive,yes,0,3,802,1.726,-3.6,Satisfactory,108.5048,poor,28,15068,121.32,1,yes
yes,Academic,fri,unknown,apr,Inner.city,inactive,yes,0,1,204,1.883,-1,Satisfactory,105.09,satisfactory,57,15242,74.79,1,yes
yes,Driver,tue,doctorate,jul,Inner.city,inactive,yes,0,2,223,5.915,3.6,Satisfactory,110.1652,poor,33,15668,99.18,1,no
no,Academic,thu,doctorate,jun,suburban,inactive,no,0,2,413,5.791,3.7,Satisfactory,107.222,satisfactory,42,15686,84.97,0,no
yes,Driver,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,1,479,5.788,3.05,Satisfactory,107.3352,satisfactory,41,15580,97.05,1,no
no,Lawyer,mon,other,jun,Inner.city,inactive,yes,0,1,753,1.776,-2.85,Satisfactory,106.7404,satisfactory,35,15261,91.78,0,yes
yes,Self-employed,thu,other,nov,Inner.city,inactive,yes,0,1,356,5.24,1.15,Satisfactory,103.19,satisfactory,37,15621,84.98,0,no
yes,Doctor,tue,other,may,suburban,active,no,0,5,854,5.227,3.05,Satisfactory,108.9652,satisfactory,39,15550,97.45,0,no
no,Plumber,thu,other,jul,Inner.city,active,yes,0,0,1221,6.667,3.8,Satisfactory,108.7044,satisfactory,43,15678,85.27,1,no
no,Gardener,thu,other,jul,Inner.city,inactive,yes,0,4,211,4.999,3.5,Satisfactory,109.4744,satisfactory,48,15683,80.56,0,no
yes,Plumber,tue,Bachelour.degree,may,suburban,inactive,no,0,1,250,6.572,3.05,Satisfactory,105.8352,satisfactory,52,15588,99.48,1,no
yes,Self-employed,thu,unknown,may,Inner.city,inactive,yes,0,2,86,3.013,-1.2,Satisfactory,106.1744,satisfactory,38,15276,81.27,0,yes
no,Lawyer,mon,other,aug,Inner.city,active,yes,0,1,1574,6.331,3.6,Satisfactory,107.3952,poor,32,15717,102.74,1,no
yes,Gardener,tue,Higher.school.certificate,may,Inner.city,active,no,0,2,795,5.813,3.05,Satisfactory,105.1552,satisfactory,52,15564,100.89,0,no
no,Lawyer,fri,other,jun,Inner.city,inactive,no,0,4,2661,6.611,3.5,Satisfactory,106.552,satisfactory,44,15674,85.68,0,yes
no,Retail,tue,Bachelour.degree,may,Inner.city,inactive,no,0,2,679,1.405,-1.4,Satisfactory,110.0608,satisfactory,48,14999,88.36,0,yes
no,Gardener,fri,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,389,2.016,-1.4,Satisfactory,105.39,satisfactory,38,15245,75.13,1,no
yes,Driver,wed,doctorate,may,Inner.city,active,yes,0,0,282,3.465,-1.1,High,111.9344,satisfactory,33,15303,79.73,2,no
no,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,3,507,5.908,3.5,Satisfactory,105.3952,poor,35,15727,98.95,0,no
no,Self-employed,fri,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,125,5.26,1.55,Satisfactory,103,satisfactory,46,15534,84.84,1,no
yes,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,4,221,6.125,3.5,Satisfactory,109.1652,excellent,44,15652,96.08,1,no
yes,Retail,mon,Bachelour.degree,nov,Inner.city,active,yes,0,2,118,5.289,1.15,High,108.04,excellent,36,15583,83.87,2,no
no,Self-employed,tue,Higher.school.certificate,jun,Inner.city,inactive,no,0,2,814,5.584,3.4,Satisfactory,107.762,satisfactory,38,15692,87.07,0,no
yes,Plumber,mon,Higher.school.certificate,may,suburban,inactive,yes,0,0,624,2.433,-1,Satisfactory,108.0344,satisfactory,48,15328,77.96,0,no
no,Lawyer,mon,other,may,Inner.city,inactive,no,0,1,152,5.852,2.95,Satisfactory,106.0252,excellent,39,15593,99.15,0,no
yes,Driver,fri,doctorate,may,Inner.city,active,yes,0,3,134,1.997,-1.1,Satisfactory,108.5108,satisfactory,35,15007,93.23,0,no
no,Lawyer,fri,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,386,6.56,3.7,Satisfactory,108.3944,satisfactory,48,15683,88.43,0,no
yes,Driver,wed,TAFE,apr,suburban,inactive,yes,0,3,1427,3.108,-1.4,Satisfactory,108.11,satisfactory,45,15299,73.3,1,yes
yes,Self-employed,thu,highschool.certificate,may,Inner.city,active,yes,0,4,16,2.177,-1.3,Satisfactory,106.0144,satisfactory,47,15344,79.31,1,no
no,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,1,788,1.793,-1,Satisfactory,103.4444,poor,34,15298,78.39,0,no
yes,Plumber,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,69,6.005,1.25,Satisfactory,110.87,poor,34,15625,88.88,0,no
no,Self-employed,tue,TAFE,nov,Inner.city,inactive,yes,0,3,190,5.479,1.55,Satisfactory,106.64,satisfactory,46,15517,86.61,1,no
yes,Librarian,thu,other,jul,Inner.city,inactive,yes,0,0,487,1.068,-1.15,High,109.482,satisfactory,74,15031,93.6,3,yes
no,Driver,mon,doctorate,jul,Inner.city,inactive,yes,0,1,142,5.731,3.8,Satisfactory,110.9944,poor,32,15679,85.71,0,no
yes,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,1,204,6.511,3.8,Satisfactory,107.7352,excellent,35,15682,97.61,1,no
yes,Gardener,thu,other,apr,Inner.city,inactive,yes,0,2,342,2.591,-1.3,Satisfactory,110.86,poor,27,15344,76.44,0,no
yes,Self-employed,wed,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,111,1.92,-2.65,Satisfactory,106.4108,poor,29,15204,107.18,1,no
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,no,0,0,288,5.914,3.15,Satisfactory,107.3952,satisfactory,28,15564,99.88,0,no
yes,Lawyer,mon,TAFE,jul,Inner.city,inactive,yes,0,3,417,5.648,3.8,Satisfactory,109.8244,excellent,54,15747,86.64,0,no
no,Lawyer,thu,other,jul,suburban,inactive,no,0,2,440,6.218,3.7,Satisfactory,111.1444,excellent,35,15693,85.02,1,no
no,Doctor,tue,highschool.certificate,nov,Inner.city,inactive,yes,3,0,610,5.875,1.35,Low,106.71,excellent,30,15647,83.66,2,no
yes,Driver,tue,other,jul,Inner.city,inactive,yes,0,2,383,5.377,3.4,Satisfactory,108.4444,poor,26,15709,83.24,0,yes
yes,Librarian,fri,highschool.certificate,oct,Inner.city,inactive,no,0,4,201,0.743,-3.6,Satisfactory,109.5148,excellent,60,15054,116.99,1,no
yes,Plumber,tue,other,may,Inner.city,inactive,no,0,4,145,6.614,3.35,Satisfactory,109.6952,excellent,52,15636,100.19,0,no
no,Librarian,mon,highschool.certificate,jul,Inner.city,active,yes,0,1,975,1.189,-1.05,High,106.562,satisfactory,77,14991,89.93,2,yes
yes,Lawyer,mon,other,aug,suburban,inactive,yes,0,1,163,6.156,3.5,Satisfactory,110.4352,satisfactory,36,15720,102.24,1,no
yes,Plumber,wed,other,may,Inner.city,inactive,no,0,1,785,5.531,2.95,Satisfactory,110.8852,satisfactory,50,15632,95.55,0,no
yes,Self-employed,wed,unknown,jun,Inner.city,active,no,0,1,228,6.959,3.7,Satisfactory,107.582,satisfactory,42,15644,86.98,0,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,1,386,6.114,3.4,Satisfactory,105.5852,poor,27,15765,98.81,1,no
yes,Gardener,thu,Bachelour.degree,jul,Inner.city,inactive,yes,3,2,702,1.348,-1.25,Low,105.602,poor,22,15004,95.12,3,yes
yes,Gardener,tue,unknown,nov,Inner.city,inactive,yes,0,2,285,4.888,1.15,Satisfactory,105.01,excellent,41,15633,90.48,0,no
no,Driver,fri,doctorate,aug,Inner.city,active,yes,0,3,111,4.892,3.6,Satisfactory,109.5652,excellent,48,15659,97.91,0,yes
no,Self-employed,wed,highschool.certificate,may,Inner.city,active,yes,0,0,123,2.349,-1.3,High,107.8344,satisfactory,44,15283,78.77,1,no
yes,Self-employed,mon,Bachelour.degree,jul,Inner.city,active,yes,0,4,248,4.914,3.5,Satisfactory,106.9944,satisfactory,25,15719,85.24,1,no
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,4,593,2.49,-1,Satisfactory,107.6744,satisfactory,26,15295,77.26,0,no
yes,Academic,tue,other,aug,Inner.city,inactive,yes,0,1,299,5.603,3.5,Satisfactory,105.0952,satisfactory,40,15664,100.2,0,no
